rainfall,soil_moisture,humidity,temperature,slope,landslide
26,84,67,38.8,5,0
24,23,60,41.9,5,0
55,45,74,33.5,15,0
53,41,65,33.0,18,0
54,27,65,34.7,14,0
112,45,87,23.3,33,0
116,63,87,20.1,29,1
135,63,82,20.0,26,1
46,37,70,33.3,20,0
72,34,71,31.4,27,0
104,68,92,20.6,5,0
79,59,77,31.0,25,0
41,24,63,36.9,17,0
146,78,83,16.9,29,1
112,90,84,27.3,17,0
109,46,59,32.1,10,0
66,33,72,28.6,8,0
38,31,60,35.7,9,0
93,65,83,23.0,32,1
34,31,89,31.4,21,0
41,19,55,40.1,7,0
104,87,95,21.4,37,1
51,54,58,35.8,19,0
130,85,66,21.3,6,0
39,18,65,38.4,6,0
126,88,64,24.0,10,0
35,30,70,36.6,15,0
54,72,58,36.8,24,0
146,63,90,21.3,26,1
58,18,68,30.9,22,0
58,28,65,27.1,15,0
91,89,91,24.4,27,1
50,37,68,39.6,22,0
103,69,97,24.8,26,1
26,26,61,39.4,8,0
70,30,73,30.8,19,0
73,54,74,33.6,28,0
98,34,68,27.2,10,0
77,42,77,31.9,20,0
61,37,66,35.4,19,0
144,86,98,19.6,39,1
115,78,98,27.1,40,1
111,82,90,22.8,35,1
33,22,59,37.1,14,0
140,76,87,22.0,17,0
99,63,88,19.1,33,1
100,61,84,22.3,30,1
61,20,79,31.1,14,0
102,62,91,24.4,25,0
145,70,85,19.1,31,1
28,24,66,35.8,14,0
103,77,88,25.9,39,1
105,75,91,22.4,36,1
32,27,64,37.7,6,0
42,23,63,35.9,13,0
111,81,94,21.6,31,1
98,67,96,24.5,26,1
65,22,57,32.9,37,0
37,36,93,31.1,17,0
114,61,56,28.9,5,0
57,15,65,31.4,25,0
72,48,79,28.9,22,0
97,69,90,22.2,31,1
80,29,62,34.8,5,0
121,41,92,24.1,42,0
34,75,67,37.5,36,0
65,35,71,35.1,15,0
62,26,56,35.2,28,0
135,24,82,24.3,5,0
75,15,67,32.2,38,0
98,71,97,22.9,29,1
116,69,79,24.5,17,0
34,16,57,32.5,21,0
117,74,98,19.6,40,1
39,59,66,40.2,10,0
52,24,76,36.0,19,0
39,23,71,38.3,12,0
32,25,64,40.8,11,0
101,51,57,31.2,27,0
36,18,63,37.9,13,0
26,24,61,37.3,5,0
127,74,98,18.0,40,1
146,57,55,27.7,33,0
141,79,80,26.0,10,0
96,63,84,24.1,26,1
102,64,93,21.3,27,1
140,77,93,18.1,39,1
20,70,55,41.9,33,0
46,38,77,30.6,17,0
136,90,69,19.5,8,0
33,27,62,36.5,14,0
95,72,90,20.6,26,1
126,82,96,18.0,32,1
29,65,67,37.2,19,0
72,41,75,30.4,21,0
52,42,90,35.2,38,0
101,38,62,31.0,34,0
84,69,90,25.7,28,1
86,66,93,25.8,34,1
37,24,71,33.3,16,0
66,37,66,36.2,25,0
91,76,60,31.5,18,0
58,45,86,33.1,37,0
83,79,55,30.6,24,0
90,47,74,25.8,37,0
88,77,58,34.4,20,0
57,85,92,31.6,41,0
50,48,61,33.9,5,0
52,55,91,29.2,32,0
115,81,86,24.8,35,1
72,41,79,28.0,20,0
39,15,60,41.6,10,0
90,68,81,23.3,32,1
36,72,66,38.6,31,0
123,86,97,18.6,38,1
65,25,76,33.7,5,0
107,83,92,20.6,36,1
139,90,98,17.1,38,1
138,88,57,26.9,10,0
35,18,66,34.6,18,0
51,64,59,38.2,28,0
55,34,72,32.6,11,0
82,71,84,28.5,10,0
103,67,91,20.1,33,1
49,18,63,29.5,13,0
138,80,98,17.1,42,1
74,30,65,38.9,9,0
97,43,86,29.0,27,0
40,18,61,37.2,10,0
104,67,94,24.4,21,0
32,68,79,35.5,17,0
64,34,71,34.4,9,0
122,70,95,16.9,34,1
122,89,90,23.4,33,1
37,27,63,39.1,10,0
95,77,96,24.5,30,1
96,17,65,31.4,10,0
94,75,92,23.5,34,1
140,90,95,19.5,42,1
114,77,72,28.7,13,0
82,57,83,28.3,23,0
69,54,73,30.7,24,0
50,25,72,34.7,17,0
103,64,94,26.0,31,1
125,55,60,24.7,15,0
85,38,68,27.5,24,0
38,23,65,37.3,10,0
41,74,79,34.6,17,0
95,52,86,27.7,23,0
104,63,84,24.2,29,1
83,65,79,26.1,30,1
110,18,94,28.1,15,0
80,52,81,25.7,19,0
85,61,86,23.3,32,1
65,73,91,29.6,33,0
68,40,82,26.8,18,0
129,56,70,25.4,38,0
55,31,69,38.5,15,0
28,20,59,39.0,7,0
40,23,60,38.0,11,0
23,17,55,37.0,17,0
20,22,55,38.9,28,0
95,69,94,22.1,29,1
61,50,58,34.6,40,0
87,86,65,34.6,15,0
20,26,58,41.4,30,0
93,38,95,23.3,23,0
120,85,98,20.2,35,1
20,61,79,38.1,27,0
30,18,61,41.3,9,0
92,55,77,32.9,36,0
92,53,87,24.9,22,0
141,86,81,20.8,14,0
120,85,88,18.0,36,1
102,76,92,22.0,34,1
52,32,74,35.1,19,0
83,71,79,29.2,29,1
106,44,57,30.2,29,0
20,19,59,39.0,14,0
106,43,89,25.9,20,0
27,22,81,33.6,14,0
63,52,83,36.6,25,0
136,90,98,13.8,37,1
74,54,76,31.6,25,0
127,82,90,25.1,33,1
54,42,71,34.2,20,0
58,90,93,29.9,37,0
83,53,56,32.3,34,0
96,62,87,23.6,34,1
118,33,81,28.9,36,0
86,74,90,19.1,30,1
98,72,88,27.5,28,1
114,75,88,21.3,14,0
89,67,87,24.1,31,1
33,26,64,36.5,10,0
98,34,59,32.5,11,0
31,89,92,29.6,11,0
105,80,91,23.5,34,1
98,87,79,30.1,33,1
98,67,78,24.7,13,0
66,50,83,31.5,24,0
102,67,91,21.1,31,1
136,15,98,21.9,9,0
42,23,59,37.4,8,0
41,26,66,34.8,13,0
60,55,72,34.6,28,0
113,73,86,26.7,32,1
48,44,98,30.3,5,0
119,72,97,21.7,35,1
62,43,71,30.0,22,0
75,67,82,27.7,27,0
89,65,94,24.9,26,1
76,23,63,36.6,26,0
65,56,79,32.6,30,0
103,33,62,29.2,11,0
78,58,83,29.6,24,0
72,44,75,28.4,24,0
125,85,97,20.7,41,1
143,15,90,23.4,15,0
89,58,70,29.2,31,0
27,90,69,36.4,5,0
119,71,89,21.8,37,1
52,48,95,29.7,20,0
150,35,82,21.5,31,0
147,82,93,22.6,42,1
71,19,76,30.9,28,0
27,78,72,36.2,31,0
63,31,68,32.0,19,0
145,18,66,26.5,5,0
136,74,96,17.7,37,1
78,56,84,27.9,28,0
147,84,58,28.9,6,0
133,78,94,22.3,38,1
119,22,55,27.8,39,0
73,47,81,25.8,22,0
143,86,98,19.5,41,1
102,85,84,22.1,31,1
56,25,73,35.6,20,0
129,76,89,15.0,34,1
125,54,57,30.5,16,0
53,24,76,30.5,13,0
81,68,82,31.3,24,0
22,56,61,39.3,39,0
89,73,88,22.3,26,1
110,61,97,19.9,34,1
63,50,81,33.4,18,0
127,26,90,23.3,12,0
128,41,82,25.6,42,0
30,16,55,42.0,5,0
91,62,83,21.3,28,1
94,71,80,32.3,9,0
49,37,62,36.4,12,0
131,57,70,23.4,14,0
65,32,68,30.1,24,0
138,90,84,19.2,26,1
73,89,90,31.5,12,0
95,42,85,27.1,25,0
125,76,97,23.0,39,1
70,46,69,29.0,21,0
126,49,55,28.4,18,0
55,47,84,29.0,40,0
75,44,79,31.5,26,0
43,49,91,34.6,36,0
100,62,85,25.8,10,0
61,54,79,25.7,38,0
25,60,55,40.4,27,0
112,70,95,22.1,29,1
68,30,68,34.1,26,0
97,70,80,28.0,34,1
134,87,98,15.4,35,1
106,40,81,28.5,27,0
93,68,88,27.2,27,1
118,83,97,15.6,31,1
90,80,55,33.3,15,0
61,19,68,32.6,5,0
117,43,84,24.9,20,0
82,26,90,29.0,29,0
94,45,80,27.1,39,0
126,20,84,22.4,13,0
65,39,69,33.3,22,0
56,36,72,31.1,18,0
114,69,93,18.3,31,1
139,90,66,27.0,5,0
53,35,63,32.6,8,0
132,84,96,20.2,36,1
109,77,93,22.8,32,1
49,54,67,31.0,33,0
84,51,62,30.5,31,0
76,60,84,32.7,24,0
97,66,90,24.0,9,0
110,78,96,19.9,39,1
47,32,59,37.9,14,0
96,41,90,28.5,25,0
56,29,73,33.0,16,0
71,38,73,30.5,20,0
87,73,93,27.7,35,1
87,61,83,30.0,27,1
53,42,72,36.6,18,0
49,29,63,36.2,7,0
38,22,65,34.9,12,0
46,55,90,30.1,36,0
59,69,59,36.7,23,0
51,41,64,36.6,12,0
80,34,64,35.8,5,0
111,74,88,23.8,37,1
106,78,97,17.6,38,1
42,41,64,39.2,15,0
41,64,59,35.0,37,0
47,62,65,34.9,39,0
53,40,68,35.4,19,0
77,46,59,38.4,32,0
137,65,98,28.5,11,0
77,50,76,32.3,17,0
74,16,72,31.3,42,0
60,26,68,35.3,21,0
119,45,55,31.5,20,0
34,26,71,35.6,16,0
79,15,94,32.4,28,0
93,47,64,31.4,35,0
64,40,75,33.7,22,0
94,61,95,24.7,34,1
85,51,86,29.5,23,0
99,46,61,32.7,34,0
92,74,95,21.7,28,1
112,73,97,19.3,32,1
124,67,55,25.9,9,0
68,42,70,33.8,23,0
84,54,81,31.2,23,0
109,85,86,23.8,33,1
128,68,79,28.8,22,0
75,62,85,29.7,27,0
116,20,91,25.8,34,0
76,45,77,28.1,22,0
43,28,76,33.7,16,0
58,71,55,37.9,26,0
54,44,81,34.8,17,0
65,44,75,31.6,21,0
121,33,67,27.0,12,0
101,27,70,25.2,36,0
69,52,74,31.1,24,0
84,64,87,27.6,30,1
102,68,94,23.7,38,1
131,82,98,19.6,39,1
60,21,64,34.7,40,0
52,45,75,33.8,22,0
116,79,64,26.6,14,0
88,67,97,25.1,33,1
31,86,92,34.6,10,0
102,68,92,23.8,37,1
116,22,60,27.5,41,0
65,52,76,26.8,20,0
67,58,83,33.6,28,0
27,89,78,35.0,11,0
130,38,55,25.9,5,0
113,30,98,25.1,40,0
125,25,96,21.4,28,0
62,40,75,35.3,20,0
150,90,85,19.7,41,1
104,34,61,31.8,10,0
86,56,75,26.5,25,0
59,40,76,35.9,21,0
109,72,93,22.3,30,1
78,58,84,28.6,30,0
64,28,74,32.9,22,0
30,15,57,34.6,5,0
80,24,93,28.9,26,0
65,45,78,29.3,25,0
39,27,71,32.5,10,0
89,59,73,26.1,28,0
55,54,84,34.9,41,0
100,53,88,24.8,26,0
63,51,73,36.7,14,0
56,44,98,28.5,15,0
70,85,90,25.2,11,0
70,39,79,28.4,22,0
73,35,76,34.4,19,0
130,80,98,18.1,36,1
41,25,62,35.6,7,0
32,86,55,39.5,38,0
70,89,97,29.7,40,0
138,52,61,29.0,16,0
124,87,96,23.1,36,1
37,23,63,36.4,5,0
43,64,97,28.2,34,0
30,64,66,36.6,33,0
25,15,62,39.5,29,0
34,24,63,35.2,11,0
74,59,83,27.7,24,0
37,54,67,37.6,9,0
117,70,96,20.1,30,1
49,17,67,35.4,6,0
55,36,76,31.4,20,0
121,76,92,19.8,40,1
100,22,76,25.9,7,0
76,54,79,32.7,23,0
66,45,73,35.1,27,0
127,74,90,15.4,37,1
116,82,98,17.8,35,1
38,19,57,34.4,7,0
42,35,91,30.9,9,0
58,46,71,33.5,19,0
98,28,58,27.6,6,0
73,53,78,28.7,22,0
42,25,64,34.1,11,0
39,34,89,33.7,12,0
109,38,89,25.4,25,0
128,49,78,22.9,15,0
33,57,90,34.1,6,0
142,34,86,20.6,18,0
129,78,87,19.6,40,1
74,30,56,38.4,30,0
56,31,65,38.2,18,0
49,49,62,32.9,29,0
62,56,75,34.7,9,0
67,84,67,35.3,23,0
84,40,56,30.2,5,0
85,65,88,27.1,26,1
58,35,69,37.9,22,0
29,15,60,35.9,8,0
143,33,90,18.9,21,0
22,19,57,42.0,6,0
58,89,71,34.4,12,0
71,45,73,33.3,27,0
58,33,62,35.9,25,0
115,83,98,21.2,37,1
132,27,56,24.3,12,0
34,18,60,40.7,24,0
91,49,79,31.7,25,0
93,40,62,30.6,10,0
107,49,74,27.6,35,0
138,85,96,14.1,38,1
78,90,85,30.6,12,0
131,46,83,25.1,31,0
101,67,95,22.1,30,1
85,77,89,27.8,28,1
45,52,63,35.6,7,0
145,34,89,22.6,34,0
99,20,73,26.2,5,0
85,79,73,30.3,13,0
92,88,70,29.6,13,0
47,41,81,34.0,24,0
131,34,98,20.5,29,0
102,73,84,23.5,27,1
144,50,68,26.5,25,0
92,40,86,26.5,22,0
104,74,86,19.2,34,1
67,25,94,33.6,31,0
78,26,56,37.2,28,0
100,64,84,20.8,32,1
120,75,96,21.6,37,1
112,41,90,23.5,34,0
76,49,78,31.3,17,0
29,51,76,37.0,6,0
134,88,58,26.5,5,0
51,25,70,32.7,16,0
65,36,70,31.4,29,0
72,39,79,28.6,24,0
135,82,94,16.5,42,1
40,20,65,36.5,15,0
43,52,98,29.5,18,0
116,40,80,27.5,35,0
31,17,62,41.9,9,0
84,65,77,28.4,11,0
87,59,77,30.1,28,0
113,90,90,25.9,18,0
90,65,91,25.3,31,1
101,48,59,30.9,13,0
36,84,98,34.0,7,0
120,42,55,30.3,24,0
115,19,78,23.1,8,0
80,36,63,34.6,11,0
131,78,81,26.2,13,0
137,81,93,16.6,29,1
61,54,55,35.9,15,0
46,64,68,37.2,32,0
43,59,92,31.7,21,0
59,37,72,36.1,12,0
109,80,87,28.4,31,1
139,47,75,22.0,34,0
121,61,95,19.5,11,0
29,24,58,39.7,6,0
93,65,96,24.8,26,1
119,20,92,23.1,6,0
52,55,66,38.8,9,0
67,88,96,25.6,37,0
67,35,73,34.1,17,0
49,37,71,33.2,17,0
86,49,79,33.6,23,0
95,34,94,31.0,18,0
65,32,93,27.7,27,0
91,68,86,23.3,33,1
115,72,89,26.7,16,0
103,22,77,26.8,42,0
128,76,95,19.1,34,1
85,50,84,28.8,18,0
103,79,88,18.3,34,1
67,87,97,28.7,34,0
93,54,85,25.9,28,0
57,70,57,34.7,25,0
98,69,89,27.1,30,1
70,76,62,30.6,30,0
111,40,77,28.9,24,0
77,54,79,29.7,18,0
34,72,68,36.2,34,0
24,57,61,41.1,15,0
44,27,63,37.4,8,0
64,79,87,32.0,32,0
139,86,98,19.9,42,1
85,56,87,27.4,29,0
62,52,79,30.5,20,0
147,90,98,13.9,39,1
36,45,76,33.4,17,0
98,86,93,30.2,32,1
93,68,85,30.8,25,0
81,59,82,26.1,30,0
48,20,68,32.0,14,0
49,84,72,35.8,38,0
128,86,95,20.5,42,1
75,30,69,33.5,24,0
139,83,98,16.8,42,1
87,35,98,26.0,22,0
75,23,61,34.1,28,0
54,68,64,35.5,28,0
100,29,79,22.2,36,0
69,25,93,28.6,29,0
126,75,89,18.2,34,1
49,32,75,34.6,19,0
115,86,76,34.0,25,0
114,22,79,27.1,8,0
36,62,64,36.5,14,0
44,59,70,37.8,31,0
76,23,60,34.6,42,0
59,43,78,33.6,20,0
126,54,78,26.5,16,0
122,75,96,24.8,32,1
62,32,69,30.7,5,0
79,58,73,32.2,25,0
59,31,64,32.4,18,0
84,36,94,28.7,26,0
136,29,80,21.2,6,0
130,80,94,18.1,36,1
138,87,82,19.3,29,1
74,34,93,31.0,22,0
35,30,66,39.4,8,0
108,82,92,18.8,36,1
90,54,87,27.8,29,0
135,15,89,20.5,30,0
39,80,57,34.8,17,0
133,15,86,22.4,26,0
143,53,76,22.6,39,0
95,51,66,36.4,38,0
145,84,98,17.9,42,1
67,51,75,28.7,24,0
84,76,67,30.0,16,0
111,80,97,23.3,38,1
140,55,72,29.5,28,0
42,26,71,31.6,14,0
77,43,70,27.0,20,0
43,15,58,42.0,10,0
44,90,98,32.2,6,0
138,39,55,24.9,41,0
110,21,98,25.1,16,0
99,70,89,16.8,32,1
103,63,93,22.3,29,1
96,75,66,31.0,22,0
20,90,76,39.6,5,0
75,54,73,29.0,22,0
40,29,95,32.3,12,0
127,28,59,25.4,5,0
53,25,76,34.2,22,0
115,75,98,17.9,32,1
74,56,78,29.8,21,0
133,89,96,16.0,35,1
50,26,67,36.9,21,0
140,84,93,20.3,42,1
120,71,78,22.1,42,1
36,73,80,34.9,41,0
44,64,68,32.1,28,0
32,90,60,37.6,39,0
30,37,87,34.3,20,0
56,23,79,39.3,16,0
37,27,58,35.3,6,0
142,85,98,20.8,42,1
80,70,69,34.0,22,0
45,37,64,37.0,14,0
38,52,64,41.4,9,0
48,27,65,36.7,16,0
122,28,97,23.5,31,0
129,72,98,21.5,16,0
102,69,87,26.4,28,1
122,24,55,31.7,39,0
100,40,96,23.6,26,0
103,68,89,19.6,31,1
30,23,58,38.4,10,0
94,67,98,20.6,32,1
149,90,98,16.2,41,1
115,82,96,23.6,35,1
41,19,66,35.3,35,0
130,82,92,19.3,41,1
55,47,69,34.5,16,0
121,24,87,26.3,8,0
92,57,76,23.5,38,0
95,56,88,25.4,20,0
125,85,98,19.6,41,1
58,43,68,37.2,21,0
61,41,77,31.2,16,0
105,76,94,17.2,34,1
76,45,70,33.4,24,0
55,61,81,31.0,38,0
114,33,88,21.8,30,0
150,20,68,22.2,12,0
33,31,62,37.5,15,0
139,27,86,20.8,18,0
32,26,61,32.7,9,0
35,18,55,41.0,20,0
115,81,87,25.0,34,1
34,63,69,38.4,14,0
112,77,65,25.7,9,0
113,72,96,20.2,33,1
90,57,82,28.4,26,0
118,75,88,22.9,31,1
109,81,98,22.5,37,1
73,42,78,29.1,26,0
55,28,65,35.2,14,0
30,51,55,40.5,30,0
130,82,88,23.6,42,1
105,77,87,24.7,36,1
76,49,76,32.9,19,0
150,24,78,22.5,5,0
134,47,85,26.5,14,0
57,39,71,34.9,17,0
36,16,55,36.5,11,0
79,40,81,33.3,22,0
120,90,70,28.6,20,0
60,45,69,32.7,17,0
89,68,90,23.1,28,1
45,37,66,36.7,21,0
118,72,94,21.6,37,1
63,41,70,33.8,22,0
58,27,65,35.4,19,0
132,90,70,29.8,18,0
43,47,60,39.8,14,0
49,88,96,31.4,28,0
93,70,97,25.2,34,1
31,15,57,36.3,27,0
106,37,88,26.7,24,0
136,29,67,30.0,5,0
119,67,80,24.9,22,0
53,46,70,32.3,8,0
85,62,80,27.7,14,0
142,67,89,15.8,33,1
133,48,71,23.3,24,0
104,75,85,22.5,30,1
44,80,79,30.6,18,0
74,45,71,32.0,22,0
57,26,65,37.0,14,0
96,38,61,28.7,28,0
92,72,87,28.3,33,1
50,58,85,33.8,36,0
105,74,96,24.2,35,1
73,50,76,29.6,15,0
65,24,74,34.6,11,0
108,72,97,18.4,31,1
88,65,84,27.6,30,1
133,36,62,27.0,6,0
91,65,96,24.6,35,1
144,24,55,23.5,7,0
132,63,95,16.5,29,1
101,26,94,26.9,34,0
88,71,81,23.4,27,1
96,31,73,30.3,37,0
141,22,62,22.3,28,0
96,40,61,33.1,32,0
72,50,75,28.5,27,0
73,47,73,33.1,25,0
84,68,89,26.6,29,1
108,66,88,20.8,35,1
91,21,66,32.2,5,0
118,86,96,20.8,42,1
57,72,58,34.5,28,0
68,15,61,31.6,37,0
67,44,79,26.6,7,0
93,71,95,24.0,37,1
131,39,92,18.4,29,0
55,20,70,34.5,16,0
111,79,98,20.0,31,1
30,22,55,41.0,6,0
78,55,94,27.2,14,0
71,54,84,29.5,26,0
47,75,55,39.2,25,0
125,27,59,28.8,13,0
65,37,69,34.0,19,0
111,36,65,29.8,14,0
43,77,81,30.1,19,0
56,38,71,35.8,19,0
68,52,78,33.1,35,0
58,51,88,28.6,28,0
87,78,90,24.0,29,1
35,71,68,36.7,34,0
61,29,69,33.4,21,0
84,74,83,26.8,28,1
140,15,87,25.6,24,0
54,35,69,37.2,16,0
82,88,57,29.9,22,0
60,32,78,34.0,18,0
110,90,88,28.6,21,0
64,46,69,34.3,17,0
80,26,91,30.9,25,0
128,20,67,31.5,15,0
150,53,72,25.7,25,0
54,38,71,34.8,20,0
100,78,92,25.4,29,1
33,37,98,32.8,6,0
102,67,91,22.8,41,1
57,34,76,32.2,20,0
101,38,82,31.1,27,0
92,62,76,27.1,22,0
81,70,96,31.2,7,0
102,33,80,28.6,19,0
65,42,77,28.5,15,0
67,43,80,32.3,21,0
62,33,58,30.0,24,0
36,21,60,39.4,5,0
85,62,89,27.2,36,1
146,50,68,22.8,21,0
71,37,72,32.4,18,0
61,55,59,40.1,20,0
150,29,60,23.7,7,0
86,88,94,21.4,30,1
37,18,61,41.3,6,0
68,68,79,36.3,35,0
55,30,70,34.2,15,0
21,25,55,42.0,5,0
32,22,61,41.5,10,0
72,76,90,27.4,37,0
54,29,74,32.5,16,0
125,75,96,22.4,34,1
150,66,65,28.4,11,0
59,34,70,35.2,19,0
99,33,73,26.6,14,0
146,68,86,23.5,34,1
93,44,79,27.2,22,0
48,23,67,34.6,12,0
23,28,87,36.1,18,0
123,80,93,23.9,42,1
102,68,91,27.9,5,0
55,39,66,35.9,17,0
87,15,85,29.5,30,0
119,64,89,21.2,34,1
80,33,96,28.8,17,0
134,82,95,12.2,38,1
118,72,98,22.1,12,0
73,27,63,33.8,8,0
40,24,55,35.3,11,0
107,71,90,23.3,32,1
132,72,96,18.1,42,1
132,85,65,30.7,6,0
84,78,67,35.3,15,0
56,41,98,28.7,29,0
138,90,78,20.2,38,1
91,61,92,23.6,26,1
98,28,93,24.7,18,0
136,86,68,25.9,7,0
84,70,86,23.6,29,1
135,57,56,24.5,35,0
47,53,79,35.3,36,0
56,15,71,35.5,20,0
110,60,79,24.6,36,0
82,74,92,27.1,42,1
110,75,84,21.3,31,1
27,15,61,39.4,5,0
42,52,62,38.9,11,0
90,58,91,27.0,31,0
128,64,81,25.4,16,0
79,42,68,30.5,28,0
55,21,67,34.2,5,0
34,17,67,36.5,29,0
41,23,67,34.4,15,0
129,54,93,21.9,37,0
92,68,89,20.3,31,1
69,41,86,29.0,23,0
121,73,93,19.6,32,1
91,66,83,24.5,27,1
38,57,59,37.2,12,0
140,85,98,17.2,42,1
68,73,77,32.9,36,0
46,86,98,33.2,10,0
93,56,68,28.6,32,0
84,46,62,29.1,12,0
37,46,98,29.4,16,0
81,70,86,24.6,32,1
101,69,94,21.5,31,1
34,57,70,34.7,5,0
82,43,74,27.3,20,0
42,40,85,32.3,20,0
43,50,56,38.1,8,0
56,35,74,35.0,22,0
58,49,77,31.4,19,0
50,31,67,34.2,11,0
85,51,88,25.8,27,0
58,40,78,32.6,20,0
62,21,84,29.2,35,0
129,89,95,20.5,39,1
120,36,60,23.9,5,0
91,66,88,23.5,31,1
107,87,80,24.6,30,1
73,68,55,34.9,24,0
150,87,97,23.1,31,1
118,90,89,25.1,21,0
91,64,88,21.9,29,1
99,76,91,22.8,29,1
32,73,70,32.4,19,0
56,29,74,33.3,11,0
20,22,63,37.2,5,0
125,87,94,22.0,31,1
101,69,97,20.5,30,1
23,15,55,39.8,5,0
36,28,65,35.5,36,0
67,73,66,37.8,26,0
96,33,91,25.6,41,0
91,65,93,28.2,32,1
51,45,69,36.9,29,0
106,35,67,30.1,11,0
65,55,80,32.5,39,0
78,65,76,31.7,25,0
67,45,74,27.4,27,0
126,35,55,27.8,8,0
140,90,98,19.5,38,1
93,24,70,29.8,11,0
52,32,68,31.3,12,0
101,75,90,22.9,36,1
59,55,77,37.0,13,0
99,73,95,25.6,30,1
100,66,90,22.9,31,1
127,77,92,22.1,38,1
117,82,96,19.3,37,1
94,90,96,18.6,31,1
102,68,95,19.8,34,1
70,50,80,34.9,18,0
34,19,61,37.3,10,0
70,42,79,30.5,10,0
69,41,75,31.1,24,0
108,79,86,27.6,31,1
134,33,94,25.7,9,0
111,79,64,34.3,12,0
74,17,88,28.9,31,0
20,20,62,40.1,25,0
44,24,55,33.9,13,0
102,53,78,31.4,40,0
68,15,80,28.3,28,0
67,28,71,33.2,18,0
33,85,62,35.2,39,0
100,22,98,23.4,12,0
48,19,59,34.6,16,0
83,61,78,28.3,23,0
82,37,58,31.6,5,0
90,77,89,23.0,34,1
39,26,62,39.3,7,0
135,53,69,22.6,42,0
48,49,95,31.8,5,0
56,38,68,37.5,20,0
88,34,97,25.1,24,0
55,30,73,32.0,16,0
84,19,70,30.4,5,0
54,45,69,37.4,17,0
116,63,95,21.0,30,1
73,69,90,27.8,35,0
31,26,64,39.0,41,0
43,51,88,30.1,34,0
94,67,82,26.7,34,1
120,69,85,22.6,33,1
84,47,62,31.4,9,0
77,27,74,29.0,25,0
68,76,85,28.3,37,0
68,56,71,33.9,24,0
25,64,55,42.0,33,0
122,76,86,19.6,42,1
34,24,60,39.3,10,0
85,54,86,23.2,25,0
46,90,69,33.9,42,0
111,76,98,20.6,30,1
49,34,75,31.9,15,0
45,56,67,33.5,5,0
77,45,72,29.8,25,0
86,65,90,25.4,30,1
36,26,68,36.2,31,0
32,63,92,27.9,5,0
100,88,93,17.3,27,1
20,21,55,38.9,5,0
94,67,88,25.2,31,1
110,68,98,16.9,12,0
78,60,84,28.2,25,0
105,69,84,22.1,30,1
132,48,67,29.4,17,0
20,58,83,35.2,5,0
97,19,80,28.9,13,0
66,19,69,33.5,5,0
55,17,91,25.7,33,0
98,75,97,24.2,32,1
30,15,58,39.4,7,0
63,50,77,33.5,27,0
54,30,67,42.0,16,0
126,70,74,20.4,21,0
26,59,58,42.0,32,0
40,27,59,36.9,11,0
82,64,89,26.0,30,1
115,58,56,29.4,9,0
46,30,75,33.4,16,0
71,16,96,27.0,30,0
127,90,98,19.7,36,1
83,62,96,20.3,29,1
79,46,77,32.3,24,0
55,61,88,30.4,32,0
73,67,84,27.2,26,0
59,30,95,28.8,32,0
23,27,67,41.4,39,0
25,56,83,34.3,5,0
31,18,58,39.6,12,0
112,74,92,19.6,40,1
75,67,95,30.1,34,0
121,75,75,27.7,23,0
96,34,89,31.3,40,0
53,42,78,32.8,20,0
50,21,91,33.3,31,0
38,64,68,36.7,29,0
25,65,69,41.0,42,0
113,38,60,27.4,30,0
58,38,62,37.0,15,0
122,26,94,22.5,10,0
103,63,90,22.6,34,1
66,43,93,29.7,25,0
78,55,90,29.2,32,0
130,54,72,25.1,16,0
54,43,71,34.7,11,0
66,56,85,34.6,21,0
74,52,79,33.2,27,0
35,49,76,37.7,9,0
45,31,66,34.8,13,0
112,51,78,24.3,41,0
105,28,90,27.9,27,0
104,27,92,27.5,25,0
150,90,93,20.7,39,1
67,28,58,33.2,42,0
40,46,91,32.2,17,0
116,86,98,16.0,41,1
20,59,89,34.3,8,0
107,74,88,25.1,35,1
133,33,78,23.0,35,0
51,28,68,36.6,16,0
105,74,91,21.9,32,1
30,60,81,36.2,5,0
85,29,68,28.3,23,0
27,29,62,38.8,6,0
86,57,83,21.3,24,0
81,35,90,27.8,23,0
144,81,95,13.3,42,1
90,15,72,33.0,12,0
148,78,79,24.3,17,0
49,21,89,33.2,26,0
92,47,85,31.6,33,0
141,36,88,19.4,32,0
137,27,59,31.0,19,0
50,66,66,37.7,38,0
121,87,83,21.2,39,1
58,46,68,37.0,19,0
63,41,73,30.1,19,0
124,83,94,17.7,35,1
91,51,75,27.9,35,0
94,63,93,22.0,30,1
59,39,72,30.8,19,0
92,89,97,26.0,31,1
90,85,57,31.6,18,0
22,23,58,40.6,9,0
98,77,93,21.4,35,1
109,80,91,20.4,6,0
102,72,89,23.7,41,1
54,37,70,29.5,19,0
41,26,68,35.9,15,0
45,28,74,31.3,18,0
110,75,93,26.5,37,1
33,22,62,40.2,10,0
55,44,80,33.0,18,0
92,79,98,25.9,26,1
64,33,66,31.7,17,0
36,31,66,38.3,9,0
37,20,57,38.7,10,0
67,51,59,35.2,14,0
138,90,98,20.8,38,1
150,27,75,24.6,11,0
58,38,76,33.7,20,0
50,36,71,30.5,16,0
133,68,92,19.7,9,0
104,33,91,25.2,25,0
92,69,97,23.2,27,1
38,29,55,35.6,8,0
84,40,80,35.5,26,0
50,33,73,38.1,17,0
48,27,65,37.3,12,0
